00000000 UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU 00000000 XF800000
0000001D 00110111101111110000100100001000 37BF0908 4E5EFC24
0000001E 01101111011111100001001000010001 6F7E1211 4EDEFC24
0000001D 00100001000000111101101111011110 DEFC2422 CE040F6F
0000001E 01000010000001111011011110111011 BDF84845 CE840F6F
0000001E 01111011111100001001000010001011 7BF0908B 4EF7E121
0000001B 00001000000111101101111011101001 F7E12117 CD01EDEE
0000001C 00010000001111011011110111010010 EFC2422E CD81EDEE
0000001D 00100000011110110111101110100100 DF84845C CE01EDEE
0000001E 01000000111101101111011101000111 BF0908B9 CE81EDEE
0000001E 01111110000100100001000101110010 7E121172 4EFC2422
00000019 00000011110110111101110100011011 FC2422E5 CC76F746
0000001A 00000111101101111011101000110101 F84845CB CCF6F746
0000001B 00001111011011110111010001101001 F0908B97 CD76F746
0000001C 00011110110111101110100011010001 E121172F CDF6F746
0000001D 00111101101111011101000110100010 C2422E5E CE76F746
0000001E 01111011011110111010001101000100 84845CBC CEF6F746
0000001B 00001001000010001011100101111001 0908B979 4D108B97
0000001C 00010010000100010111001011110011 121172F3 4D908B97
0000001D 00100100001000101110010111100110 2422E5E6 4E108B97
0000001E 01001000010001011100101111001100 4845CBCC 4E908B97
0000001E 01101111011101000110100001101000 908B9798 CEDEE8D0
0000001D 00100001000101110010111100110001 21172F31 4E045CBC
0000001E 01000010001011100101111001100011 422E5E63 4E845CBC
0000001E 01111011101000110100001100111001 845CBCC7 CEF74686
0000001B 00001000101110010111100110001111 08B9798F 4D0B9798
0000001C 00010001011100101111001100011111 1172F31F 4D8B9798
0000001D 00100010111001011110011000111111 22E5E63F 4E0B9798
0000001E 01000101110010111100110001111111 45CBCC7F 4E8B9798
0000001E 01110100011010000110011100000010 8B9798FE CEE8D0CE
0000001C 00010111001011110011000111111100 172F31FC 4DB9798F
0000001D 00101110010111100110001111111001 2E5E63F9 4E39798F
0000001E 01011100101111001100011111110011 5CBCC7F3 4EB9798F
0000001E 01000110100001100111000000011001 B9798FE7 CE8D0CE0
0000001E 01110010111100110001111111001110 72F31FCE 4EE5E63F
0000001C 00011010000110011100000001100100 E5E63F9C CDD0CE03
0000001D 00110100001100111000000011001000 CBCC7F38 CE50CE03
0000001E 01101000011001110000000110001111 9798FE71 CED0CE03
0000001D 00101111001100011111110011100010 2F31FCE2 4E3CC7F3
0000001E 01011110011000111111100111000100 5E63F9C4 4EBCC7F3
0000001E 01000011001110000000110001110111 BCC7F389 CE867018
0000001E 01111001100011111110011100010010 798FE712 4EF31FCE
0000001B 00001100111000000011000111011011 F31FCE25 CD4E031D
0000001C 00011001110000000110001110110110 E63F9C4A CDCE031D
0000001D 00110011100000001100011101101011 CC7F3895 CE4E031D
0000001E 01100111000000011000111011010101 98FE712B CECE031D
0000001D 00110001111111001110001001010110 31FCE256 4E47F389
0000001E 01100011111110011100010010101100 63F9C4AC 4EC7F389
0000001D 00111000000011000111011010100111 C7F38959 CE6031DA
0000001E 01110000000110001110110101001101 8FE712B3 CEE031DA
0000001C 00011111110011100010010101100110 1FCE2566 4DFE712B
0000001D 00111111100111000100101011001101 3F9C4ACD 4E7E712B
0000001E 01111111001110001001010110011011 7F38959B 4EFE712B
00000018 00000001100011101101010011001001 FE712B37 CBC76A64
00000019 00000011000111011010100110010010 FCE2566E CC476A64
0000001A 00000110001110110101001100100011 F9C4ACDD CCC76A64
0000001B 00001100011101101010011001000110 F38959BA CD476A64
0000001C 00011000111011010100110010001100 E712B374 CDC76A64
0000001D 00110001110110101001100100010111 CE2566E9 CE476A64
0000001E 01100011101101010011001000101101 9C4ACDD3 CEC76A64
0000001D 00111000100101011001101110100111 38959BA7 4E62566E
0000001E 01110001001010110011011101001110 712B374E 4EE2566E
0000001C 00011101101010011001000101100100 E2566E9C CDED4C8B
0000001D 00111011010100110010001011000111 C4ACDD39 CE6D4C8B
0000001E 01110110101001100100010110001101 8959BA73 CEED4C8B
0000001C 00010010101100110111010011100111 12B374E7 4D959BA7
0000001D 00100101011001101110100111001111 2566E9CF 4E159BA7
0000001E 01001010110011011101001110011111 4ACDD39F 4E959BA7
0000001E 01101010011001000101100011000010 959BA73E CED4C8B1
0000001D 00101011001101110100111001111100 2B374E7C 4E2CDD39
0000001E 01010110011011101001110011111001 566E9CF9 4EACDD39
0000001E 01010011001000101100011000001110 ACDD39F2 CEA6458C
0000001E 01011001101110100111001111100100 59BA73E4 4EB374E7
0000001E 01001100100010110001100000110111 B374E7C9 CE991630
0000001E 01100110111010011100111110010011 66E9CF93 4ECDD39F
0000001D 00110010001011000110000011011001 CDD39F27 CE48B183
0000001E 01100100010110001100000110110001 9BA73E4F CEC8B183
0000001D 00110111010011100111110010011110 374E7C9E 4E5D39F2
0000001E 01101110100111001111100100111101 6E9CF93D 4EDD39F2
0000001D 00100010110001100000110110000101 DD39F27B CE0B1836
0000001E 01000101100011000001101100001010 BA73E4F6 CE8B1836
0000001E 01110100111001111100100111101101 74E7C9ED 4EE9CF93
0000001C 00010110001100000110110000100110 E9CF93DA CDB18361
0000001D 00101100011000001101100001001100 D39F27B4 CE318361
0000001E 01011000110000011011000010010111 A73E4F69 CEB18361
0000001E 01001110011111001001111011010011 4E7C9ED3 4E9CF93D
0000001E 01100011000001101100001001011001 9CF93DA7 CEC60D84
0000001D 00111001111100100111101101001110 39F27B4E 4E67C9ED
0000001E 01110011111001001111011010011100 73E4F69C 4EE7C9ED
0000001C 00011000001101100001001011000111 E7C9ED39 CDC1B096
0000001D 00110000011011000010010110001110 CF93DA72 CE41B096
0000001E 01100000110110000100101100011100 9F27B4E4 CEC1B096
0000001D 00111110010011110110100111001000 3E4F69C8 4E793DA7
0000001E 01111100100111101101001110010000 7C9ED390 4EF93DA7
0000001A 00000110110000100101100011100000 F93DA720 CCD84B1C
0000001B 00001101100001001011000111000000 F27B4E40 CD584B1C
0000001C 00011011000010010110001110000000 E4F69C80 CDD84B1C
0000001D 00110110000100101100011100000000 C9ED3900 CE584B1C
0000001E 01101100001001011000111000000000 93DA7200 CED84B1C
0000001D 00100111101101001110010000000001 27B4E401 4E1ED390
0000001E 01001111011010011100100000000010 4F69C802 4E9ED390
0000001E 01100001001011000110111111111100 9ED39004 CEC258DF
0000001D 00111101101001110010000000001001 3DA72009 4E769C80
0000001E 01111011010011100100000000010010 7B4E4012 4EF69C80
0000001B 00001001011000110111111111011011 F69C8025 CD1637FD
0000001C 00010010110001101111111110110110 ED39004A CD9637FD
0000001D 00100101100011011111111101101011 DA720095 CE1637FD
0000001E 01001011000110111111111011010101 B4E4012B CE9637FD
0000001E 01101001110010000000001001010110 69C80256 4ED39004
0000001D 00101100011011111111101101010011 D39004AD CE31BFED
0000001E 01011000110111111111011010100110 A720095A CEB1BFED
0000001E 01001110010000000001001010110101 4E4012B5 4E9C8025
0000001E 01100011011111111101101010010101 9C80256B CEC6FFB5
0000001D 00111001000000000100101011010111 39004AD7 4E64012B
0000001E 01110010000000001001010110101110 720095AE 4EE4012B
0000001C 00011011111111101101010010100011 E4012B5D CDDFF6A5
0000001D 00110111111111011010100101000110 C80256BA CE5FF6A5
0000001E 01101111111110110101001010001100 9004AD74 CEDFF6A5
0000001D 00100000000010010101101011101001 20095AE9 4E00256B
0000001E 01000000000100101011010111010011 4012B5D3 4E80256B
0000001E 01111111110110101001010001011010 80256BA6 CEFFB528
00000016 00000000010010101101011101001101 004AD74D 4A95AE9A
00000017 00000000100101011010111010011011 0095AE9B 4B15AE9B
00000018 00000001001010110101110100110110 012B5D36 4B95AE9B
00000019 00000010010101101011101001101100 0256BA6C 4C15AE9B
0000001A 00000100101011010111010011011000 04AD74D8 4C95AE9B
0000001B 00001001010110101110100110110001 095AE9B1 4D15AE9B
0000001C 00010010101101011101001101100011 12B5D363 4D95AE9B
0000001D 00100101011010111010011011000111 256BA6C7 4E15AE9B
0000001E 01001010110101110100110110001111 4AD74D8F 4E95AE9B
0000001E 01101010010100010110010011100010 95AE9B1E CED4A2C9
0000001D 00101011010111010011011000111101 2B5D363D 4E2D74D8
0000001E 01010110101110100110110001111011 56BA6C7B 4EAD74D8
0000001E 01010010100010110010011100001001 AD74D8F7 CEA5164E
0000001E 01011010111010011011000111101110 5AE9B1EE 4EB5D363
0000001E 01001010001011001001110000100100 B5D363DC CE945938
0000001E 01101011101001101100011110111001 6BA6C7B9 4ED74D8F
0000001D 00101000101100100111000010001110 D74D8F72 CE22C9C2
0000001E 01010001011001001110000100011100 AE9B1EE4 CEA2C9C2
0000001E 01011101001101100011110111001001 5D363DC9 4EBA6C7B
0000001E 01000101100100111000010001101110 BA6C7B92 CE8B2708
0000001E 01110100110110001111011100100101 74D8F725 4EE9B1EE
0000001C 00010110010011100001000110110101 E9B1EE4B CDB2708D
0000001D 00101100100111000010001101101010 D363DC96 CE32708D
0000001E 01011001001110000100011011010011 A6C7B92D CEB2708D
0000001E 01001101100011110111001001011010 4D8F725A 4E9B1EE4
0000001E 01100100111000010001101101001011 9B1EE4B5 CEC9C236
0000001D 00110110001111011100100101101010 363DC96A 4E58F725
0000001E 01101100011110111001001011010100 6C7B92D4 4ED8F725
0000001D 00100111000010001101101001010111 D8F725A9 CE1C2369
0000001E 01001110000100011011010010101101 B1EE4B53 CE9C2369
0000001E 01100011110111001001011010100110 63DC96A6 4EC7B92D
0000001D 00111000010001101101001010110011 C7B92D4D CE611B4A
0000001E 01110000100011011010010101100101 8F725A9B CEE11B4A
0000001C 00011110111001001011010100110110 1EE4B536 4DF725A9
0000001D 00111101110010010110101001101100 3DC96A6C 4E7725A9
0000001E 01111011100100101101010011011000 7B92D4D8 4EF725A9
0000001B 00001000110110100101011001010000 F725A9B0 CD0DA565
0000001C 00010001101101001010110010100000 EE4B5360 CD8DA565
0000001D 00100011011010010101100100111111 DC96A6C1 CE0DA564
0000001E 01000110110100101011001001111110 B92D4D82 CE8DA564
0000001E 01110010010110101001101100000101 725A9B05 4EE4B536
0000001C 00011011010010101100100111110101 E4B5360B CDDA564F
0000001D 00110110100101011001001111101010 C96A6C16 CE5A564F
0000001E 01101101001010110010011111010011 92D4D82D CEDA564F
0000001D 00100101101010011011000001011010 25A9B05A 4E16A6C1
0000001E 01001011010100110110000010110100 4B5360B4 4E96A6C1
0000001E 01101001010110010011111010011000 96A6C168 CED2B27D
0000001D 00101101010011011000001011010000 2D4D82D0 4E35360B
0000001E 01011010100110110000010110100000 5A9B05A0 4EB5360B
0000001E 01001010110010011111010011000000 B5360B40 CE9593E9
0000001E 01101010011011000001011010000000 6A6C1680 4ED4D82D
0000001D 00101011001001111101001011111111 D4D82D01 CE2C9F4B
0000001E 01010110010011111010010111111110 A9B05A02 CEAC9F4B
0000001E 01010011011000001011010000000101 5360B405 4EA6C168
0000001E 01011001001111101001011111110110 A6C1680A CEB27D2F
0000001E 01001101100000101101000000010100 4D82D014 4E9B05A0
0000001E 01100100111110100101111111011000 9B05A028 CEC9F4BF
0000001D 00110110000010110100000001010001 360B4051 4E582D01
0000001E 01101100000101101000000010100011 6C1680A3 4ED82D01
0000001D 00100111110100101111111010111010 D82D0146 CE1F4BFA
0000001E 01001111101001011111110101110011 B05A028D CE9F4BFA
0000001E 01100000101101000000010100011010 60B4051A 4EC1680A
0000001D 00111110100101111111010111001100 C1680A34 CE7A5FD7
0000001E 01111101001011111110101110011000 82D01468 CEFA5FD7
0000001A 00000101101000000010100011010001 05A028D1 4CB4051A
0000001B 00001011010000000101000110100010 0B4051A2 4D34051A
0000001C 00010110100000001010001101000101 1680A345 4DB4051A
0000001D 00101101000000010100011010001011 2D01468B 4E34051A
0000001E 01011010000000101000110100010110 5A028D16 4EB4051A
0000001E 01001011111110101110010111010011 B4051A2D CE97F5CB
0000001E 01101000000010100011010001011010 680A345A 4ED01468
0000001D 00101111111010111001011101001011 D01468B5 CE3FAE5D
0000001E 01011111110101110010111010010110 A028D16A CEBFAE5D
0000001E 01000000010100011010001011010101 4051A2D5 4E80A345
0000001E 01111111010111001011101001010101 80A345AB CEFEB974
00000018 00000001010001101000101101010110 01468B56 4BA345AB
00000019 00000010100011010001011010101101 028D16AD 4C2345AB
0000001A 00000101000110100010110101011011 051A2D5B 4CA345AB
0000001B 00001010001101000101101010110110 0A345AB6 4D2345AB
0000001C 00010100011010001011010101101100 1468B56C 4DA345AB
0000001D 00101000110100010110101011011001 28D16AD9 4E2345AB
0000001E 01010001101000101101010110110011 51A2D5B3 4EA345AB
0000001E 01011100101110100101010010011001 A345AB67 CEB974A9
0000001E 01000110100010110101011011001111 468B56CF 4E8D16AD
0000001E 01110010111010010101001001100010 8D16AD9E CEE5D2A4
0000001C 00011010001011010101101100111100 1A2D5B3C 4DD16AD9
0000001D 00110100010110101011011001111001 345AB679 4E516AD9
0000001E 01101000101101010110110011110011 68B56CF3 4ED16AD9
0000001D 00101110100101010010011000011001 D16AD9E7 CE3A5498
0000001E 01011101001010100100110000110010 A2D5B3CE CEBA5498
0000001E 01000101101010110110011110011100 45AB679C 4E8B56CF
0000001E 01110100101010010011000011000111 8B56CF39 CEE95261
0000001C 00010110101011011001111001110010 16AD9E72 4DB56CF3
0000001D 00101101010110110011110011100100 2D5B3CE4 4E356CF3
0000001E 01011010101101100111100111001000 5AB679C8 4EB56CF3
0000001E 01001010100100110000110001101111 B56CF391 CE952618
0000001E 01101010110110011110011100100011 6AD9E723 4ED5B3CE
0000001D 00101010010011000011000110111010 D5B3CE46 CE2930C6
0000001E 01010100100110000110001101110011 AB679C8D CEA930C6
0000001E 01010110110011110011100100011011 56CF391B 4EAD9E72
0000001E 01010010011000011000110111001010 AD9E7236 CEA4C31B
0000001E 01011011001111001110010001101100 5B3CE46C 4EB679C8
0000001E 01001001100001100011011100100111 B679C8D9 CE930C6E
0000001E 01101100111100111001000110110011 6CF391B3 4ED9E723
0000001D 00100110000110001101110010011001 D9E72367 CE186372
0000001E 01001100001100011011100100110010 B3CE46CE CE986372
0000001E 01100111100111001000110110011100 679C8D9C 4ECF391B
0000001D 00110000110001101110010011001000 CF391B38 CE431B93
0000001E 01100001100011011100100110010000 9E723670 CEC31B93
0000001D 00111100111001000110110011100000 3CE46CE0 4E7391B3
0000001E 01111001110010001101100111000001 79C8D9C1 4EF391B3
0000001B 00001100011011100100110001111101 F391B383 CD46E4C7
0000001C 00011000110111001001100011111001 E7236707 CDC6E4C7
0000001D 00110001101110010011000111110010 CE46CE0E CE46E4C7
0000001E 01100011011100100110001111100100 9C8D9C1C CEC6E4C7
0000001D 00111001000110110011100000111001 391B3839 4E646CE0
0000001E 01110010001101100111000001110011 72367073 4EE46CE0
0000001C 00011011100100110001111100011001 E46CE0E7 CDDC98F8
0000001D 00110111001001100011111000110010 C8D9C1CE CE5C98F8
0000001E 01101110010011000111110001100100 91B3839C CEDC98F8
0000001D 00100011011001110000011100111000 23670738 4E0D9C1C
0000001E 01000110110011100000111001110001 46CE0E71 4E8D9C1C
0000001E 01110010011000111110001100011101 8D9C1CE3 CEE4C7C6
0000001C 00011011001110000011100111000111 1B3839C7 4DD9C1CE
0000001D 00110110011100000111001110001111 3670738F 4E59C1CE
0000001E 01101100111000001110011100011111 6CE0E71F 4ED9C1CE
0000001D 00100110001111100011000111000001 D9C1CE3F CE18F8C7
0000001E 01001100011111000110001110000001 B3839C7F CE98F8C7
0000001E 01100111000001110011100011111111 670738FF 4ECE0E71
0000001D 00110001111100011000111000000010 CE0E71FE CE47C638
0000001E 01100011111000110001110000000100 9C1CE3FC CEC7C638
0000001D 00111000001110011100011111111001 3839C7F9 4E60E71F
0000001E 01110000011100111000111111110010 70738FF2 4EE0E71F
0000001C 00011111000110001110000000011100 E0E71FE4 CDF8C700
0000001D 00111110001100011100000000111000 C1CE3FC8 CE78C700
0000001E 01111100011000111000000001101111 839C7F91 CEF8C700
0000001A 00000111001110001111111100100010 0738FF22 4CE71FE4
0000001B 00001110011100011111111001000100 0E71FE44 4D671FE4
0000001C 00011100111000111111110010001001 1CE3FC89 4DE71FE4
0000001D 00111001110001111111100100010010 39C7F912 4E671FE4
0000001E 01110011100011111111001000100101 738FF225 4EE71FE4
0000001C 00011000111000000001101110110101 E71FE44B CDC700DD
0000001D 00110001110000000011011101101001 CE3FC897 CE4700DD
0000001E 01100011100000000110111011010010 9C7F912E CEC700DD
0000001D 00111000111111110010001001011101 38FF225D 4E63FC89
0000001E 01110001111111100100010010111010 71FE44BA 4EE3FC89
0000001C 00011100000000110111011010001100 E3FC8974 CDE01BB4
0000001D 00111000000001101110110100011000 C7F912E8 CE601BB4
0000001E 01110000000011011101101000110000 8FF225D0 CEE01BB4
0000001C 00011111111001000100101110100000 1FE44BA0 4DFF225D
0000001D 00111111110010001001011101000001 3FC89741 4E7F225D
0000001E 01111111100100010010111010000011 7F912E83 4EFF225D
00000017 00000000110111011010001011111010 FF225D06 CB5DA2FA
00000018 00000001101110110100010111110011 FE44BA0D CBDDA2F9
00000019 00000011011101101000101111100110 FC89741A CC5DA2F9
0000001A 00000110111011010001011111001100 F912E834 CCDDA2F9
0000001B 00001101110110100010111110010111 F225D069 CD5DA2F9
0000001C 00011011101101000101111100101101 E44BA0D3 CDDDA2F9
0000001D 00110111011010001011111001011001 C89741A7 CE5DA2F9
0000001E 01101110110100010111110010110001 912E834F CEDDA2F9
0000001D 00100010010111010000011010011110 225D069E 4E09741A
0000001E 01000100101110100000110100111101 44BA0D3D 4E89741A
0000001E 01110110100010111110010110000110 89741A7A CEED17CB
0000001C 00010010111010000011010011110101 12E834F5 4D9741A7
0000001D 00100101110100000110100111101010 25D069EA 4E1741A7
0000001E 01001011101000001101001111010101 4BA0D3D5 4E9741A7
0000001E 01101000101111100101100001010110 9741A7AA CED17CB0
0000001D 00101110100000110100111101010100 2E834F54 4E3A0D3D
0000001E 01011101000001101001111010101000 5D069EA8 4EBA0D3D
0000001E 01000101111100101100001010110000 BA0D3D50 CE8BE585
0000001E 01110100000110100111101010100001 741A7AA1 4EE834F5
0000001C 00010111110010110000101010111101 E834F543 CDBE5855
0000001D 00101111100101100001010101111010 D069EA86 CE3E5855
0000001E 01011111001011000010101011110011 A0D3D50D CEBE5855
0000001E 01000001101001111010101000011010 41A7AA1A 4E834F54
0000001E 01111100101100001010101111001100 834F5434 CEF96157
0000001A 00000110100111101010100001101001 069EA869 4CD3D50D
0000001B 00001101001111010101000011010011 0D3D50D3 4D53D50D
0000001C 00011010011110101010000110100111 1A7AA1A7 4DD3D50D
0000001D 00110100111101010100001101001111 34F5434F 4E53D50D
0000001E 01101001111010101000011010011111 69EA869F 4ED3D50D
0000001D 00101100001010101111001011000001 D3D50D3F CE30ABCB
0000001E 01011000010101011110010110000001 A7AA1A7F CEB0ABCB
0000001E 01001111010101000011010011111110 4F5434FE 4E9EA869
